Facility_Name,lat,long,level_0,State,City,Primary Restriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,accept_books,Number_of_books_accepted
Northern State Prison,40.71275,-74.17313,676,New Jersey,Newark,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Passaic County Jail,40.912745,-74.173612,677,New Jersey,Paterson,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
East Jersey State Prison ,40.589866,-74.268936,678,New Jersey,Rahway,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mercer County Correction Center,40.32936,-74.91945,679,New Jersey,Trenton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
New Jersey State Prison P.O. Box 861,37.969062,-121.665128,680,New Jersey,Trenton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mid State CF,40.885361,-78.086197,681,New Jersey,Wrightstown,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
SBI,28.646246,77.166477,682,New Jersey,West Trenton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Garden State Youth,45.755768,4.832908,683,New Jersey,Yardville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Yorksville Midstate,40.761914,-89.598826,684,New Jersey,Yorksville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
OCPF/MTC,50.481214,34.965155,686,New Mexico,Chaparral,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cibola County Corrections / Western New Mexico,33.391002,-114.679871,687,New Mexico,Cibola County,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Northeast New Mexico Detention Facility ,36.43546,-103.12455,688,New Mexico,Clayton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Gallup,35.522787,-108.747405,689,New Mexico,Gallup,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
Western NM Correctional Facility,11.13,122.53,690,New Mexico,Grants,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lea County Correctional ,32.764067,-103.224925,691,New Mexico,Hobbs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Southern New Mexico Correctional ,-16.652528,26.491397,692,New Mexico,Las Cruces,,Only send to chaplain,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Central New Mexico Correctional ,15.061654,120.716849,693,New Mexico,Los Lunas,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Penitentiary of New Mexico ,35.563132,-106.054072,694,New Mexico,Santa Fe,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Guadalupe County Correctional Facility,14.4,-90.23333,695,New Mexico,Santa Rosa,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Springer Woman's Facility,36.3869,-104.62604,696,New Mexico,Springer ,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Albion Corr. Facility,43.246083,-78.215195,697,New York,Albion,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Orleans Correctional ,47.90289,1.90389,698,New York,Albion,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Wende Correctional ,42.93278,-78.545829,699,New York,Alden,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Altona Correctional ,44.891554,-73.660106,700,New York,Altona,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Attica Correctional ,37.92037,23.9035,701,New York,Attica,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Wyoming Correctional ,43.001645,-107.55153,702,New York,Attica,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Auburn Correctional ,42.934858,-76.572902,703,New York,Auburn,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Buffalo Federal Detention Center,43.020975,-78.201078,704,New York,Batavia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Fishkill Correctional ,41.504627,-73.983928,705,New York,Beacon,,Return address must be stamped,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Bedford Hills Correctional ,41.226386,-73.712792,706,New York,Bedford Hills,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lakeview Shock Incarceration Correction ,42.43202,-75.86547,707,New York,Brocton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Metropolitan Detention Center,34.053534,-118.238486,708,New York,Brooklyn,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Psychiatric Center Hospital,31.511,-97.1985,709,New York,Buffalo,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cape Vincent Correctional ,44.198076,-76.18769,710,New York,Cape Vincent,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Collins Correctional ,42.485484,-78.935398,711,New York,Collins,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Great Meadow Correctional(PO Box 51),50.751229,-3.407393,712,New York,Comstock,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Coxsackie Correctional ,42.341201,-73.834185,714,New York,Coxsackie,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Greene CF,42.344486,-73.846826,715,New York,Coxsackie,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Clinton Correctional ,44.724482,-73.71758,716,New York,Dannemora,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Rikers Island,40.762775,-73.870276,717,New York,East Elmhurst,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Nassau County Jail,40.73139,-73.55333,718,New York,East Meadow,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Elmira Correctional ,42.114762,-76.831632,719,New York,Elmira,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Sullivan Correctional ,41.72065,-74.58099,720,New York,Fallsburg,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Downstate Correctional ,41.5327,-73.945865,721,New York,Fishkill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Camp Gabriels Correctional ,53.364616,-6.184245,722,New York,Gabriels,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
GCF,37.863272,-84.660279,723,New York,Gouverneur,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Gowanda Correctional ,42.48589,-78.93556,724,New York,Gowanda,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Hudson Correctional,42.245356,-73.788428,725,New York,Hudson,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Indian Springs Correctional,37.266222,-76.71344,726,New York,Indian Springs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Johnstown Correctional,40.32586,-78.91935,727,New York,Johnstown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cattaraugus,40.89433,-121.17747,728,New York,Little Valley,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Queensboro Corr. Fac.,40.753453,-73.9364,729,New York,Long Island City,,No news,No Magazines,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Bare Hill Correctional ,9.595413,12.044718,730,New York,Malone,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Upstate Correctional ,44.869287,-74.314018,732,New York,Malone,,,No Magazines,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Central NY Psychiatric Ctr,43.167598,-75.302984,733,New York,Marcy,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Marcy Correctional ,43.1605,-75.30839,734,New York,Marcy,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mid-State Correctional ,43.16831,-75.29941,735,New York,Marcy,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Chautauqua County Jail,37.12847,-96.18745,736,New York,Mayville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Cayuga Correctional ,42.722951,-76.396697,737,New York,Moravia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Ulster CF,54.92732,-7.9395,738,New York,Napanoch,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Eastern Correctional ,-32.19228,26.501313,739,New York,Napanoch,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Metropolitan Correctional / Lincoln Correctional,40.713024,-73.951423,740,New York,New York,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Riverview Correctional ,44.716594,-75.434607,741,New York,Ogdensburg,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Starc Bridgeview,45.701939,5.005536,742,New York,Ogdensburg,"Must call to verify, 315-394-6367, Mr. Stickles",,,"No Rape, Nothing sexually suggestive",No child violence,"must call to verify, 315-394-6367, mr. stickles",9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,No limit on books,No limit on books
Sing Sing Correctional Facility,41.151577,-73.868392,743,New York,Ossining,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI Otisville,41.470351,-74.539518,744,New York,Otisville,,NO Composition Books,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Otisville Correctional ,41.48705,-74.52525,745,New York,Otisville,,,Magazines must not be more than 3 months old,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Southport Correctional ,53.657447,-3.004251,746,New York,Pine City,,no News,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Creedmore Psychiatric Center,40.741101,-73.730765,747,New York,Queens Village,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Adirondack Correctional ,43.360903,-111.241225,748,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Butler Correctional ,43.219707,-76.723592,750,New York,Red Creek,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mohawk Correctional,41.011746,-74.66897,751,New York,Rome,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Oneida Correctional ,43.219598,-75.402584,752,New York,Rome,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Five Points Correctional ,39.558183,-84.184641,753,New York,Romulus,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Seaford County Jail,45.145908,-95.013124,754,New York,Seaford,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Groveland Correctional / Livingston Correctional,42.676289,-77.825697,755,New York,Sonyea,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Camp Pharsalia Correctional ,15.855419,74.501096,756,New York,South Plymouth,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Arthur Kill Correctional ,40.589886,-74.151842,757,New York,Staten Island,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Green Haven Correctional ,41.588022,-73.724855,758,New York,Stormville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Shawangunk Correctional ,41.63398,-74.25904,759,New York,Wallkill,,,"No how to books (electrical, computers, coding, etc.)",,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,No limit on books,No limit on books
Mid-Orange,32.273003,-64.799385,760,New York,Warwick,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
WCF,11.311927,-12.305597,761,New York,Watertown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mt. McGregor Correctional ,19.738792,-71.497534,762,New York,Wilton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Woodbourne Correctional ,41.75342,-74.59209,763,New York,Woodbourne,,, ,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Craggy CC,35.610994,-82.438577,765,North Carolina,Asheville,"Send to:2992 Riverside Drive, PO Box closed",,"Letter must indicate ""mailroom has approved books"" or letter is DNS.
",,"DNS May-1, un-DNS 5-25-21 mike","send to:2992 riverside drive, po box closed",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Buncombe Correctional ,35.622968,-82.500326,766,North Carolina,Asheville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Albemarle Correctional ,38.017994,-78.660003,767,North Carolina,Badin,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Pamlico Correctional ,35.160232,-76.770998,768,North Carolina,Bayboro,,"No Composition Books, no blank paper",,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Western Correctional Center for Women (formerly Swannanoa CCW),35.61133,-82.37313,769,North Carolina,Black Mountain,Send to: 55 Lake Eden Road,,,,,send to: 55 lake eden road,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Caswell Corr. Ctr,-33.756211,150.737685,770,North Carolina,Blanch,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Watauga Co. Detention Ctr.,36.221129,-81.707085,771,North Carolina,Boone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Franklin Correctional Center,37.566652,-78.474686,772,North Carolina,Bunn,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Pender Correctional ,34.554686,-77.937126,773,North Carolina,Burgaw,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI Butner / Low Security (PO Box 999),36.143894,-78.79994,774,North Carolina,Butner,,,,No Sex,No composition notebooks,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Butner/ Medium Security (PO Box 1000),36.14006,-78.804224,775,North Carolina,Butner,,,,No Sex,No composition notebooks,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
"Federal Medical Center,Box 1600",32.478095,-84.935628,776,North Carolina,Butner,,,,No Sex,No composition notebooks,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Granville Correctional Institution (formerly Polk) ,-33.834113,151.009502,777,North Carolina,Butner,Box 2500,,,No Sex,,box 2500,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Charlotte Correctional Center ,37.566652,-78.474686,778,North Carolina,Charlotte,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mecklenburg County Jail,35.236548,-80.82891,779,North Carolina,Charlotte,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Sampson Correctional ,35.01289,-78.34135,780,North Carolina,Clinton,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Tyrell Prison Work Farm,35.957312,-76.227886,781,North Carolina,Columbia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Gaston Correctional Center,37.566652,-78.474686,783,North Carolina,Dallas,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Pasquotank Correctional ,36.361511,-76.310839,784,North Carolina,Elizabeth City,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cumberland County Detention,39.41297,-75.26037,785,North Carolina,Fayetteville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Neuse Correctional ,35.38792,-78.03684,786,North Carolina,Goldsboro,"Write: ""APPROVED MATERIAL"" on package.",,,,,"write: ""approved material"" on package.",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Orange Correction Center,40.767529,-111.945308,788,North Carolina,Hillborough,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Odom Correctional Institution ,30.968727,-85.168598,791,North Carolina,Jackson,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Duplin Correctional,34.964176,-77.932848,792,North Carolina,Kenansville,,,,No Sex,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Scotland Correctional ,34.812155,-79.36466,793,North Carolina,Laurinburg,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Scotland Correctional ,34.812155,-79.36466,833,North Carolina,Wagram,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Scotland Correctional ,56,-4,793,North Carolina,Laurinburg,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Scotland Correctional ,56,-4,833,North Carolina,Wagram,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Caldwell Correctional,35.960836,-81.551088,794,North Carolina,Lenoir,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
North Piedmont (Women),33.758984,-84.380871,795,North Carolina,Lexington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Harnett Correctional ,35.38813,-78.80117,796,North Carolina,Lillington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lincon CC,45.118906,2.226161,797,North Carolina,Lincolnton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lumberton Correctional ,34.587021,-79.05481,798,North Carolina,Lumberton,"Do Not Use PO BOX, send to 75 Legend Rd",,,,,"do not use po box, send to 75 legend rd",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
CNYPC,43.167598,-75.302984,799,North Carolina,Marcy,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Eastern Correctional  P.O. Box 215 ,37.969062,-121.665128,802,North Carolina,Maury,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Maury Correctional Inst.P.O.B.506,35.448428,-77.607495,803,North Carolina,Maury,,,,,Banned Title-Rogue Lawyer,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Foothills Correctional ,35.679301,-81.692315,805,North Carolina,Morganton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Western Youth Institute,40.22517,-74.76621,806,North Carolina,Morganton,CLOSED PERMANENTLY 1-1-2014,,,,,closed permanently 1-1-2014,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Nash Correctional ,35.969017,-78.015066,807,North Carolina,Nashville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Carteret Correctional Center,37.566652,-78.474686,808,North Carolina,Newport,,,"up to 11""long","up to 2"" thick",,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Warren Correctional ,36.41759,-78.27069,810,North Carolina,Norlina,,,Banned Book:No One Is Safe,,Mailing address is in Norlina,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Wilkes Correctional Center,37.566652,-78.474686,811,North Carolina,North Wilkesboro,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Anson Correctional ,34.98563,-80.18367,812,North Carolina,Polkton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
